value,text
1004,One thousand, Four
1005,One thousand, Five
1006,One thousand, Six
1007,One thousand, Seven
1008,One thousand, Eight
1009,One thousand, Nine
1010,One thousand, Ten
1011,One thousand, Eleven
1012,One thousand, Twelve
1013,One thousand, Thirteen
1014,One thousand, Fourteen
1015,One thousand, Fifteen
1016,One thousand, Sixteen
1017,One thousand, Seventeen
1018,One thousand, Eighteen
1019,One thousand, Nineteen
1020,One thousand, Twenty
1021,One thousand, Twenty One
1022,One thousand, Twenty Two
1023,One thousand, Twenty Three
1024,One thousand, Twenty Four
1025,One thousand, Twenty Five
1026,One thousand, Twenty Six
1027,One thousand, Twenty Seven
1028,One thousand, Twenty Eight
1029,One thousand, Twenty Nine
1030,One thousand, Thirty
1031,One thousand, Thirty One
1032,One thousand, Thirty Two
1033,One thousand, Thirty Three
1034,One thousand, Thirty Four
1035,One thousand, Thirty Five
1036,One thousand, Thirty Six
1037,One thousand, Thirty Seven
1038,One thousand, Thirty Eight
1039,One thousand, Thirty Nine
1040,One thousand, Forty
1041,One thousand, Forty One
1042,One thousand, Forty Two
1043,One thousand, Forty Three
1044,One thousand, Forty Four
1045,One thousand, Forty Five
1046,One thousand, Forty Six
1047,One thousand, Forty Seven
1048,One thousand, Forty Eight
1049,One thousand, Forty Nine
1050,One thousand, Fifty
1051,One thousand, Fifty One
1052,One thousand, Fifty Two
1053,One thousand, Fifty Three
1054,One thousand, Fifty Four
1055,One thousand, Fifty Five
1056,One thousand, Fifty Six
1057,One thousand, Fifty Seven
1058,One thousand, Fifty Eight
1059,One thousand, Fifty Nine
1060,One thousand, Sixty
1061,One thousand, Sixty One
1062,One thousand, Sixty Two
1063,One thousand, Sixty Three
1064,One thousand, Sixty Four
1065,One thousand, Sixty Five
1066,One thousand, Sixty Six
1067,One thousand, Sixty Seven
1068,One thousand, Sixty Eight
1069,One thousand, Sixty Nine
1070,One thousand, Seventy
1071,One thousand, Seventy One
1072,One thousand, Seventy Two
1073,One thousand, Seventy Three
1074,One thousand, Seventy Four
1075,One thousand, Seventy Five
1076,One thousand, Seventy Six
1077,One thousand, Seventy Seven
1078,One thousand, Seventy Eight
1079,One thousand, Seventy Nine
1080,One thousand, Eighty
1081,One thousand, Eighty One
1082,One thousand, Eighty Two
1083,One thousand, Eighty Three
1084,One thousand, Eighty Four
1085,One thousand, Eighty Five
1086,One thousand, Eighty Six
1087,One thousand, Eighty Seven
1088,One thousand, Eighty Eight
1089,One thousand, Eighty Nine
1090,One thousand, Ninety
1091,One thousand, Ninety One
1092,One thousand, Ninety Two
1093,One thousand, Ninety Three
1094,One thousand, Ninety Four
1095,One thousand, Ninety Five
1096,One thousand, Ninety Six
1097,One thousand, Ninety Seven
1098,One thousand, Ninety Eight
1099,One thousand, Ninety Nine
1100,One thousand, One hundred
1101,One thousand, One hundred and One
1102,One thousand, One hundred and Two
1103,One thousand, One hundred and Three
1104,One thousand, One hundred and Four
1105,One thousand, One hundred and Five
1106,One thousand, One hundred and Six
1107,One thousand, One hundred and Seven
1108,One thousand, One hundred and Eight
1109,One thousand, One hundred and Nine
1110,One thousand, One hundred and Ten
1111,One thousand, One hundred and Eleven
1112,One thousand, One hundred and Twelve
1113,One thousand, One hundred and Thirteen
1114,One thousand, One hundred and Fourteen
1115,One thousand, One hundred and Fifteen
1116,One thousand, One hundred and Sixteen
1117,One thousand, One hundred and Seventeen
1118,One thousand, One hundred and Eighteen
1119,One thousand, One hundred and Nineteen
1120,One thousand, One hundred and Twenty
1121,One thousand, One hundred and Twenty One
1122,One thousand, One hundred and Twenty Two
1123,One thousand, One hundred and Twenty Three
1124,One thousand, One hundred and Twenty Four
1125,One thousand, One hundred and Twenty Five
1126,One thousand, One hundred and Twenty Six
1127,One thousand, One hundred and Twenty Seven
1128,One thousand, One hundred and Twenty Eight
1129,One thousand, One hundred and Twenty Nine
1130,One thousand, One hundred and Thirty
1131,One thousand, One hundred and Thirty One
1132,One thousand, One hundred and Thirty Two
1133,One thousand, One hundred and Thirty Three
1134,One thousand, One hundred and Thirty Four
1135,One thousand, One hundred and Thirty Five
1136,One thousand, One hundred and Thirty Six
1137,One thousand, One hundred and Thirty Seven
1138,One thousand, One hundred and Thirty Eight
1139,One thousand, One hundred and Thirty Nine
1140,One thousand, One hundred and Forty
1141,One thousand, One hundred and Forty One
1142,One thousand, One hundred and Forty Two
1143,One thousand, One hundred and Forty Three
1144,One thousand, One hundred and Forty Four
1145,One thousand, One hundred and Forty Five
1146,One thousand, One hundred and Forty Six
1147,One thousand, One hundred and Forty Seven
1148,One thousand, One hundred and Forty Eight
1149,One thousand, One hundred and Forty Nine
1150,One thousand, One hundred and Fifty
1151,One thousand, One hundred and Fifty One
1152,One thousand, One hundred and Fifty Two
1153,One thousand, One hundred and Fifty Three
1154,One thousand, One hundred and Fifty Four
1155,One thousand, One hundred and Fifty Five
1156,One thousand, One hundred and Fifty Six
1157,One thousand, One hundred and Fifty Seven
1158,One thousand, One hundred and Fifty Eight
1159,One thousand, One hundred and Fifty Nine
1160,One thousand, One hundred and Sixty
1161,One thousand, One hundred and Sixty One
1162,One thousand, One hundred and Sixty Two
1163,One thousand, One hundred and Sixty Three
1164,One thousand, One hundred and Sixty Four
1165,One thousand, One hundred and Sixty Five
1166,One thousand, One hundred and Sixty Six
1167,One thousand, One hundred and Sixty Seven
1168,One thousand, One hundred and Sixty Eight
1169,One thousand, One hundred and Sixty Nine
1170,One thousand, One hundred and Seventy
1171,One thousand, One hundred and Seventy One
1172,One thousand, One hundred and Seventy Two
1173,One thousand, One hundred and Seventy Three
1174,One thousand, One hundred and Seventy Four
1175,One thousand, One hundred and Seventy Five
1176,One thousand, One hundred and Seventy Six
1177,One thousand, One hundred and Seventy Seven
1178,One thousand, One hundred and Seventy Eight
1179,One thousand, One hundred and Seventy Nine
1180,One thousand, One hundred and Eighty
1181,One thousand, One hundred and Eighty One
1182,One thousand, One hundred and Eighty Two
1183,One thousand, One hundred and Eighty Three
1184,One thousand, One hundred and Eighty Four
1185,One thousand, One hundred and Eighty Five
1186,One thousand, One hundred and Eighty Six
1187,One thousand, One hundred and Eighty Seven
1188,One thousand, One hundred and Eighty Eight
1189,One thousand, One hundred and Eighty Nine
1190,One thousand, One hundred and Ninety
1191,One thousand, One hundred and Ninety One
1192,One thousand, One hundred and Ninety Two
1193,One thousand, One hundred and Ninety Three
1194,One thousand, One hundred and Ninety Four
1195,One thousand, One hundred and Ninety Five
1196,One thousand, One hundred and Ninety Six
1197,One thousand, One hundred and Ninety Seven
1198,One thousand, One hundred and Ninety Eight
1199,One thousand, One hundred and Ninety Nine
1200,One thousand, Two hundred
1201,One thousand, Two hundred and One
1202,One thousand, Two hundred and Two
1203,One thousand, Two hundred and Three
1204,One thousand, Two hundred and Four
1205,One thousand, Two hundred and Five
1206,One thousand, Two hundred and Six
1207,One thousand, Two hundred and Seven
1208,One thousand, Two hundred and Eight
1209,One thousand, Two hundred and Nine
1210,One thousand, Two hundred and Ten
1211,One thousand, Two hundred and Eleven
1212,One thousand, Two hundred and Twelve
1213,One thousand, Two hundred and Thirteen
1214,One thousand, Two hundred and Fourteen
1215,One thousand, Two hundred and Fifteen
1216,One thousand, Two hundred and Sixteen
1217,One thousand, Two hundred and Seventeen
1218,One thousand, Two hundred and Eighteen
1219,One thousand, Two hundred and Nineteen
1220,One thousand, Two hundred and Twenty
1221,One thousand, Two hundred and Twenty One
1222,One thousand, Two hundred and Twenty Two
1223,One thousand, Two hundred and Twenty Three
1224,One thousand, Two hundred and Twenty Four
1225,One thousand, Two hundred and Twenty Five
1226,One thousand, Two hundred and Twenty Six
1227,One thousand, Two hundred and Twenty Seven
1228,One thousand, Two hundred and Twenty Eight
1229,One thousand, Two hundred and Twenty Nine
1230,One thousand, Two hundred and Thirty
1231,One thousand, Two hundred and Thirty One
1232,One thousand, Two hundred and Thirty Two
1233,One thousand, Two hundred and Thirty Three
1234,One thousand, Two hundred and Thirty Four
1235,One thousand, Two hundred and Thirty Five
1236,One thousand, Two hundred and Thirty Six
1237,One thousand, Two hundred and Thirty Seven
1238,One thousand, Two hundred and Thirty Eight
1239,One thousand, Two hundred and Thirty Nine
1240,One thousand, Two hundred and Forty
1241,One thousand, Two hundred and Forty One
1242,One thousand, Two hundred and Forty Two
1243,One thousand, Two hundred and Forty Three
1244,One thousand, Two hundred and Forty Four
1245,One thousand, Two hundred and Forty Five
1246,One thousand, Two hundred and Forty Six
1247,One thousand, Two hundred and Forty Seven
1248,One thousand, Two hundred and Forty Eight
1249,One thousand, Two hundred and Forty Nine
1250,One thousand, Two hundred and Fifty
1251,One thousand, Two hundred and Fifty One
1252,One thousand, Two hundred and Fifty Two
1253,One thousand, Two hundred and Fifty Three
1254,One thousand, Two hundred and Fifty Four
1255,One thousand, Two hundred and Fifty Five
1256,One thousand, Two hundred and Fifty Six
1257,One thousand, Two hundred and Fifty Seven
1258,One thousand, Two hundred and Fifty Eight
1259,One thousand, Two hundred and Fifty Nine
1260,One thousand, Two hundred and Sixty
1261,One thousand, Two hundred and Sixty One
1262,One thousand, Two hundred and Sixty Two
1263,One thousand, Two hundred and Sixty Three
1264,One thousand, Two hundred and Sixty Four
1265,One thousand, Two hundred and Sixty Five
1266,One thousand, Two hundred and Sixty Six
1267,One thousand, Two hundred and Sixty Seven
1268,One thousand, Two hundred and Sixty Eight
1269,One thousand, Two hundred and Sixty Nine
1270,One thousand, Two hundred and Seventy
1271,One thousand, Two hundred and Seventy One
1272,One thousand, Two hundred and Seventy Two
1273,One thousand, Two hundred and Seventy Three
1274,One thousand, Two hundred and Seventy Four
1275,One thousand, Two hundred and Seventy Five
1276,One thousand, Two hundred and Seventy Six
1277,One thousand, Two hundred and Seventy Seven
1278,One thousand, Two hundred and Seventy Eight
1279,One thousand, Two hundred and Seventy Nine
1280,One thousand, Two hundred and Eighty
1281,One thousand, Two hundred and Eighty One
1282,One thousand, Two hundred and Eighty Two
1283,One thousand, Two hundred and Eighty Three
1284,One thousand, Two hundred and Eighty Four
1285,One thousand, Two hundred and Eighty Five
1286,One thousand, Two hundred and Eighty Six
1287,One thousand, Two hundred and Eighty Seven
1288,One thousand, Two hundred and Eighty Eight
1289,One thousand, Two hundred and Eighty Nine
1290,One thousand, Two hundred and Ninety
1291,One thousand, Two hundred and Ninety One
1292,One thousand, Two hundred and Ninety Two
1293,One thousand, Two hundred and Ninety Three
1294,One thousand, Two hundred and Ninety Four
1295,One thousand, Two hundred and Ninety Five
1296,One thousand, Two hundred and Ninety Six
1297,One thousand, Two hundred and Ninety Seven
1298,One thousand, Two hundred and Ninety Eight
1299,One thousand, Two hundred and Ninety Nine
1300,One thousand, Three hundred
1301,One thousand, Three hundred and One
1302,One thousand, Three hundred and Two
1303,One thousand, Three hundred and Three
1304,One thousand, Three hundred and Four
1305,One thousand, Three hundred and Five
1306,One thousand, Three hundred and Six
1307,One thousand, Three hundred and Seven
1308,One thousand, Three hundred and Eight
1309,One thousand, Three hundred and Nine
1310,One thousand, Three hundred and Ten
1311,One thousand, Three hundred and Eleven
1312,One thousand, Three hundred and Twelve
1313,One thousand, Three hundred and Thirteen
1314,One thousand, Three hundred and Fourteen
1315,One thousand, Three hundred and Fifteen
1316,One thousand, Three hundred and Sixteen
1317,One thousand, Three hundred and Seventeen
1318,One thousand, Three hundred and Eighteen
1319,One thousand, Three hundred and Nineteen
1320,One thousand, Three hundred and Twenty
1321,One thousand, Three hundred and Twenty One
1322,One thousand, Three hundred and Twenty Two
1323,One thousand, Three hundred and Twenty Three
1324,One thousand, Three hundred and Twenty Four
1325,One thousand, Three hundred and Twenty Five
1326,One thousand, Three hundred and Twenty Six
1327,One thousand, Three hundred and Twenty Seven
1328,One thousand, Three hundred and Twenty Eight
1329,One thousand, Three hundred and Twenty Nine
1330,One thousand, Three hundred and Thirty
1331,One thousand, Three hundred and Thirty One
1332,One thousand, Three hundred and Thirty Two
1333,One thousand, Three hundred and Thirty Three
1334,One thousand, Three hundred and Thirty Four
1335,One thousand, Three hundred and Thirty Five
1336,One thousand, Three hundred and Thirty Six
1337,One thousand, Three hundred and Thirty Seven
1338,One thousand, Three hundred and Thirty Eight
1339,One thousand, Three hundred and Thirty Nine
1340,One thousand, Three hundred and Forty
1341,One thousand, Three hundred and Forty One
1342,One thousand, Three hundred and Forty Two
1343,One thousand, Three hundred and Forty Three
1344,One thousand, Three hundred and Forty Four
1345,One thousand, Three hundred and Forty Five
1346,One thousand, Three hundred and Forty Six
1347,One thousand, Three hundred and Forty Seven
1348,One thousand, Three hundred and Forty Eight
1349,One thousand, Three hundred and Forty Nine
